epoch,train_node_loss,train_net_loss,val_node_loss,val_net_loss,gpu_peak_memory
0,364.02035369873045,679.6620788574219,169.07203674316406,515.412109375,7701.2900390625
1,310.95836334228517,568.8348327636719,120.00540924072266,343.7378845214844,13419.2802734375
2,199.14911041259765,331.5307327270508,98.64866638183594,120.53597259521484,13419.2060546875
3,164.19179306030273,140.2110507965088,133.61936950683594,66.63500213623047,13419.0927734375
4,157.7975212097168,99.03294715881347,143.15188598632812,71.44581604003906,13419.2197265625
5,159.04060897827148,111.29851150512695,114.8928451538086,125.32427978515625,13419.1689453125
6,154.55829544067382,109.20116729736328,120.7888412475586,66.48353576660156,13419.1787109375
7,153.36803741455077,97.80020942687989,122.13528442382812,65.2357406616211,13419.1767578125
8,153.9959503173828,93.0506103515625,115.18931579589844,66.40277099609375,13419.3759765625
9,153.67307662963867,93.4082260131836,115.92710876464844,79.00244903564453,13419.1259765625
10,153.1588478088379,96.67283325195312,121.85757446289062,67.43760681152344,13419.2607421875
